"","Customer ID","Gender","Age","Income (USD/Month)","Transactions","Total Charged","Average Charged","Average KM Travelled","City","Prefered Company"
"1057",1057,"Female",25,14298,28,16863.62,602.272142857143,23.3007142857143,"NEW YORK NY","Yellow Cab"
"1058",1058,"Male",47,14958,40,17700.6,442.515,20.16525,"NEW YORK NY","Yellow Cab"
"1059",1059,"Male",60,3446,36,21553.93,598.720277777778,23.2627777777778,"NEW YORK NY","Yellow Cab"
"1060",1060,"Male",33,4992,45,24821.26,551.583555555556,24.4297777777778,"NEW YORK NY","Yellow Cab"
"1061",1061,"Male",28,8740,38,18387.59,483.883947368421,19.7518421052632,"NEW YORK NY","Yellow Cab"
"1062",1062,"Male",25,5645,30,15588.52,519.617333333333,21.0736666666667,"NEW YORK NY","Yellow Cab"
"1063",1063,"Male",29,11090,36,17535.29,487.091388888889,18.7466666666667,"NEW YORK NY","Yellow Cab"
"1064",1064,"Female",54,20786,32,18715.33,584.8540625,21.8525,"NEW YORK NY","Yellow Cab"
"1065",1065,"Female",34,20883,31,18928.44,610.594838709677,23.4803225806452,"NEW YORK NY","Yellow Cab"
"1066",1066,"Male",22,19150,30,18859.28,628.642666666667,25.658,"NEW YORK NY","Yellow Cab"
"1067",1067,"Male",44,14989,50,25102.06,502.0412,20.3152,"NEW YORK NY","Yellow Cab"
"1068",1068,"Male",26,25578,32,18244.03,570.1259375,22.618125,"NEW YORK NY","Yellow Cab"
"1069",1069,"Male",37,4123,26,14018.52,539.173846153846,21.4892307692308,"NEW YORK NY","Yellow Cab"
"1070",1070,"Male",38,7266,51,29318.99,574.882156862745,22.7266666666667,"NEW YORK NY","Yellow Cab"
"1071",1071,"Male",58,9998,36,20177.28,560.48,22.3952777777778,"NEW YORK NY","Yellow Cab"
"1072",1072,"Female",20,13364,36,21891.73,608.103611111111,22.76,"NEW YORK NY","Yellow Cab"
"1073",1073,"Male",21,20197,27,15384.3,569.788888888889,23.5703703703704,"NEW YORK NY","Yellow Cab"
"1074",1074,"Male",35,24694,18,10319.78,573.321111111111,22.8161111111111,"NEW YORK NY","Yellow Cab"
"1075",1075,"Male",42,20183,25,18685.46,747.4184,27.5188,"NEW YORK NY","Yellow Cab"
"1076",1076,"Male",40,21365,25,15404.38,616.1752,25.0884,"NEW YORK NY","Yellow Cab"
"1077",1077,"Female",31,13369,39,23875.78,612.199487179487,24.1433333333333,"NEW YORK NY","Yellow Cab"
"1078",1078,"Female",27,27331,36,21198.73,588.853611111111,22.1680555555556,"NEW YORK NY","Yellow Cab"
"1079",1079,"Male",35,19421,22,12876.62,585.300909090909,24.8045454545455,"NEW YORK NY","Yellow Cab"
"1080",1080,"Male",47,11206,42,23072.5,549.345238095238,21.7764285714286,"NEW YORK NY","Yellow Cab"
"1081",1081,"Male",32,4801,24,13702.74,570.9475,21.56,"NEW YORK NY","Yellow Cab"
"1082",1082,"Female",27,7730,25,14698.83,587.9532,24.5896,"NEW YORK NY","Yellow Cab"
"1083",1083,"Male",25,21098,24,14106.19,587.757916666667,23.3033333333333,"NEW YORK NY","Yellow Cab"
"1084",1084,"Male",28,13732,35,19973.64,570.675428571429,21.312,"NEW YORK NY","Yellow Cab"
"1085",1085,"Male",20,20520,35,17974.97,513.570571428571,19.8334285714286,"NEW YORK NY","Yellow Cab"
"1086",1086,"Female",30,20247,32,18225.79,569.5559375,22.1390625,"NEW YORK NY","Yellow Cab"
"1087",1087,"Female",44,2108,31,16511.64,532.633548387097,21.7851612903226,"NEW YORK NY","Yellow Cab"
"1088",1088,"Male",51,22393,36,19878.66,552.185,23.6183333333333,"NEW YORK NY","Yellow Cab"
"1089",1089,"Male",47,20057,41,26143.63,637.649512195122,24.4531707317073,"NEW YORK NY","Yellow Cab"
"1090",1090,"Female",34,6930,41,20380.25,497.079268292683,19.5453658536585,"NEW YORK NY","Yellow Cab"
"1091",1091,"Male",28,10932,26,16217.13,623.735769230769,23.6265384615385,"NEW YORK NY","Yellow Cab"
"1092",1092,"Male",36,12138,31,17772.92,573.32,22.4529032258065,"NEW YORK NY","Yellow Cab"
"1093",1093,"Male",36,24986,40,24243.53,606.08825,24.10575,"NEW YORK NY","Yellow Cab"
"1094",1094,"Female",39,6090,31,14853.61,479.148709677419,20.8554838709677,"NEW YORK NY","Yellow Cab"
"1095",1095,"Male",19,10279,31,17569.15,566.746774193548,22.9832258064516,"NEW YORK NY","Yellow Cab"
"1096",1096,"Female",39,17378,41,23715.73,578.43243902439,24.0168292682927,"NEW YORK NY","Yellow Cab"
"1097",1097,"Male",20,28302,36,20534.26,570.396111111111,22.7363888888889,"NEW YORK NY","Yellow Cab"
"1098",1098,"Male",27,10370,33,19518.42,591.467272727273,22.8769696969697,"NEW YORK NY","Yellow Cab"
"1099",1099,"Male",54,11229,36,18287.65,507.990277777778,21.3277777777778,"NEW YORK NY","Yellow Cab"
"1100",1100,"Female",40,21045,37,20415.46,551.769189189189,21.2940540540541,"NEW YORK NY","Yellow Cab"
"1101",1101,"Male",25,11636,42,23770.8,565.971428571429,23.0121428571429,"NEW YORK NY","Yellow Cab"
"1102",1102,"Male",23,11789,36,20885.22,580.145,20.9663888888889,"NEW YORK NY","Yellow Cab"
"1103",1103,"Female",21,12800,49,26387.21,538.514489795918,20.9879591836735,"NEW YORK NY","Yellow Cab"
"1104",1104,"Male",45,17201,36,18923,525.638888888889,20.4352777777778,"NEW YORK NY","Yellow Cab"
"1105",1105,"Male",61,10463,25,13591.1,543.644,21.7032,"NEW YORK NY","Yellow Cab"
"1106",1106,"Female",62,21867,27,13818.99,511.814444444444,22.2259259259259,"NEW YORK NY","Yellow Cab"
"1107",1107,"Male",32,24323,28,16665.44,595.194285714286,23.9182142857143,"NEW YORK NY","Yellow Cab"
"1108",1108,"Male",25,20012,31,18327.67,591.215161290323,22.4764516129032,"NEW YORK NY","Yellow Cab"
"1109",1109,"Male",26,6322,27,16637.51,616.204074074074,23.2633333333333,"NEW YORK NY","Yellow Cab"
"1110",1110,"Male",18,23744,31,19972.38,644.270322580645,24.3016129032258,"NEW YORK NY","Yellow Cab"
"1111",1111,"Male",42,9719,31,17086.39,551.173870967742,20.6564516129032,"NEW YORK NY","Yellow Cab"
"1112",1112,"Male",49,6298,32,18383.01,574.4690625,23.1803125,"NEW YORK NY","Yellow Cab"
"1113",1113,"Male",57,28185,31,15637.14,504.423870967742,21.0083870967742,"NEW YORK NY","Yellow Cab"
"1114",1114,"Male",43,15151,31,20083.89,647.867419354839,25.5790322580645,"NEW YORK NY","Yellow Cab"
"1115",1115,"Female",63,4970,25,14192.14,567.6856,21.6108,"NEW YORK NY","Yellow Cab"
"1116",1116,"Male",63,21558,37,22537.46,609.120540540541,24.3337837837838,"NEW YORK NY","Yellow Cab"
"1117",1117,"Female",29,7925,23,10883.84,473.210434782609,19.2852173913043,"NEW YORK NY","Yellow Cab"
"1118",1118,"Male",36,22488,30,17376.63,579.221,23.3953333333333,"NEW YORK NY","Yellow Cab"
"1119",1119,"Male",31,16289,41,26287.65,641.162195121951,24.080487804878,"NEW YORK NY","Yellow Cab"
"1120",1120,"Female",60,5489,35,18575.55,530.73,20.5545714285714,"NEW YORK NY","Yellow Cab"
"1121",1121,"Female",59,23722,32,18827.93,588.3728125,23.77875,"NEW YORK NY","Yellow Cab"
"1122",1122,"Female",29,5855,41,23977.5,584.817073170732,24.8126829268293,"NEW YORK NY","Yellow Cab"
"1123",1123,"Male",22,12716,35,17861.19,510.319714285714,22.2142857142857,"NEW YORK NY","Yellow Cab"
"1124",1124,"Female",47,17659,28,17262.43,616.515357142857,23.6953571428571,"NEW YORK NY","Yellow Cab"
"1125",1125,"Female",27,17702,30,16531.07,551.035666666667,21.146,"NEW YORK NY","Yellow Cab"
"1126",1126,"Male",18,8825,39,22217.91,569.69,22.87,"NEW YORK NY","Yellow Cab"
"1127",1127,"Female",35,6726,33,21998.25,666.613636363636,25.6036363636364,"NEW YORK NY","Yellow Cab"
"1128",1128,"Female",49,3265,36,19472.13,540.8925,20.7541666666667,"NEW YORK NY","Yellow Cab"
"1129",1129,"Male",24,13209,40,18107.48,452.687,18.27975,"NEW YORK NY","Yellow Cab"
"1130",1130,"Male",38,11527,20,12766.84,638.342,21.8015,"NEW YORK NY","Yellow Cab"
"1131",1131,"Male",37,13623,34,20599.11,605.856176470588,22.9347058823529,"NEW YORK NY","Yellow Cab"
"1132",1132,"Female",34,3346,28,15173.67,541.916785714286,21.4146428571429,"NEW YORK NY","Yellow Cab"
"1133",1133,"Male",35,2743,29,14982.6,516.641379310345,21.0689655172414,"NEW YORK NY","Yellow Cab"
"1134",1134,"Male",54,29494,33,19043.45,577.074242424242,22.130303030303,"NEW YORK NY","Yellow Cab"
"1135",1135,"Female",21,4304,38,18279.12,481.02947368421,19.3421052631579,"NEW YORK NY","Yellow Cab"
"1136",1136,"Female",20,3149,39,16050.76,411.557948717949,17.7076923076923,"NEW YORK NY","Yellow Cab"
"1137",1137,"Male",51,24100,41,21861.35,533.203658536585,22.0185365853659,"NEW YORK NY","Yellow Cab"
"1138",1138,"Female",38,13899,32,20067.81,627.1190625,23.3490625,"NEW YORK NY","Yellow Cab"
"1139",1139,"Female",20,10671,34,20643.02,607.147647058824,21.7505882352941,"NEW YORK NY","Yellow Cab"
"1140",1140,"Female",31,13798,40,17906.82,447.6705,17.72475,"NEW YORK NY","Yellow Cab"
"1141",1141,"Female",30,17755,30,16161.52,538.717333333333,21.1596666666667,"NEW YORK NY","Yellow Cab"
"1142",1142,"Male",18,10554,25,13053.82,522.1528,20.328,"NEW YORK NY","Yellow Cab"
"1143",1143,"Male",35,17076,36,23764.84,660.134444444444,25.7608333333333,"NEW YORK NY","Yellow Cab"
"1144",1144,"Male",20,10707,25,16168.45,646.738,26.2452,"NEW YORK NY","Yellow Cab"
"1145",1145,"Male",40,22550,32,16413.77,512.9303125,19.620625,"NEW YORK NY","Yellow Cab"
"1146",1146,"Male",37,7716,32,15791.77,493.4928125,18.605,"NEW YORK NY","Yellow Cab"
"1147",1147,"Male",30,5053,30,16229.5,540.983333333333,19.9243333333333,"NEW YORK NY","Yellow Cab"
"1148",1148,"Male",36,10025,28,17423.33,622.261785714286,23.7689285714286,"NEW YORK NY","Yellow Cab"
"1149",1149,"Female",18,25378,31,17444.76,562.734193548387,22.1761290322581,"NEW YORK NY","Yellow Cab"
"1150",1150,"Female",27,17415,29,15898.03,548.207931034483,22.9089655172414,"NEW YORK NY","Yellow Cab"
"1151",1151,"Female",26,18271,31,17762.52,572.984516129032,21.0438709677419,"NEW YORK NY","Yellow Cab"
"1152",1152,"Male",24,12550,45,24321.15,540.47,23.3262222222222,"NEW YORK NY","Yellow Cab"
"1153",1153,"Male",21,4366,25,16426,657.04,26.1228,"NEW YORK NY","Yellow Cab"
"1154",1154,"Male",20,8247,30,17618.62,587.287333333333,24.092,"NEW YORK NY","Yellow Cab"
"1155",1155,"Female",18,20837,43,23298.11,541.816511627907,20.9490697674419,"NEW YORK NY","Yellow Cab"
"1156",1156,"Female",27,12816,34,20212.02,594.471176470588,24.2370588235294,"NEW YORK NY","Yellow Cab"
"1157",1157,"Female",32,12140,24,13922.59,580.107916666667,22.6920833333333,"NEW YORK NY","Yellow Cab"
"1158",1158,"Female",59,8316,38,21612.21,568.742368421053,21.6942105263158,"NEW YORK NY","Yellow Cab"
"1159",1159,"Male",34,13925,35,19254.39,550.125428571429,21.6551428571429,"NEW YORK NY","Yellow Cab"
"1160",1160,"Female",50,23541,40,21109.44,527.736,20.34,"NEW YORK NY","Yellow Cab"
"1161",1161,"Female",36,4852,38,20561.28,541.086315789474,22.4765789473684,"NEW YORK NY","Yellow Cab"
"1162",1162,"Male",39,34989,30,19128.22,637.607333333333,27.0196666666667,"NEW YORK NY","Yellow Cab"
"1163",1163,"Male",34,24453,39,17820.58,456.937948717949,18.2769230769231,"NEW YORK NY","Yellow Cab"
"1164",1164,"Female",39,6184,27,14159.21,524.415185185185,22.9092592592593,"NEW YORK NY","Yellow Cab"
"1165",1165,"Female",60,22931,44,25707.66,584.265,23.1713636363636,"NEW YORK NY","Yellow Cab"
"1166",1166,"Male",34,5353,39,26140.41,670.266923076923,24.9476923076923,"NEW YORK NY","Yellow Cab"
"1167",1167,"Female",36,23757,37,19668.19,531.572702702703,21.3245945945946,"NEW YORK NY","Yellow Cab"
"1168",1168,"Male",38,16889,34,16054.58,472.193529411765,18.7858823529412,"NEW YORK NY","Yellow Cab"
"1169",1169,"Female",18,10582,34,20860.1,613.532352941176,24.2982352941176,"NEW YORK NY","Yellow Cab"
"1170",1170,"Male",27,3460,39,22371.09,573.617692307692,22.6597435897436,"NEW YORK NY","Yellow Cab"
"1171",1171,"Female",29,17919,36,16333.55,453.709722222222,18.3183333333333,"NEW YORK NY","Yellow Cab"
"1172",1172,"Female",61,9475,31,19367.25,624.75,24.1361290322581,"NEW YORK NY","Yellow Cab"
"1173",1173,"Female",19,19023,34,20265.73,596.050882352941,23.1014705882353,"NEW YORK NY","Yellow Cab"
"1174",1174,"Female",32,24938,30,14168.48,472.282666666667,19.486,"NEW YORK NY","Yellow Cab"
"1175",1175,"Male",63,18453,29,16922.56,583.536551724138,22.6313793103448,"NEW YORK NY","Yellow Cab"
"1176",1176,"Female",22,9211,32,19220.7,600.646875,23.5590625,"NEW YORK NY","Yellow Cab"
"1177",1177,"Male",35,20187,25,14309.38,572.3752,23.1624,"NEW YORK NY","Yellow Cab"
"1178",1178,"Male",38,10188,33,18782.61,569.17,21.6854545454545,"NEW YORK NY","Yellow Cab"
"1179",1179,"Male",45,16798,23,10546.72,458.553043478261,19.0382608695652,"NEW YORK NY","Yellow Cab"
"1180",1180,"Male",42,14447,30,18986.21,632.873666666667,24.6076666666667,"NEW YORK NY","Yellow Cab"
"1181",1181,"Male",23,5968,30,15798.39,526.613,21.4336666666667,"NEW YORK NY","Yellow Cab"
"1182",1182,"Male",61,5152,43,25980.71,604.202558139535,23.1262790697674,"NEW YORK NY","Yellow Cab"
"1183",1183,"Male",20,24359,36,22422.82,622.856111111111,25.4447222222222,"NEW YORK NY","Yellow Cab"
"1184",1184,"Male",57,7762,36,25091.52,696.986666666667,26.565,"NEW YORK NY","Yellow Cab"
"1185",1185,"Female",22,7085,38,19850.11,522.371315789474,19.9621052631579,"NEW YORK NY","Yellow Cab"
"1186",1186,"Female",21,17283,33,18543.42,561.921818181818,23.1942424242424,"NEW YORK NY","Yellow Cab"
"1187",1187,"Male",23,10718,33,20105.42,609.255151515152,24.3515151515152,"NEW YORK NY","Yellow Cab"
"1188",1188,"Female",34,4389,38,22377.72,588.887368421053,22.7678947368421,"NEW YORK NY","Yellow Cab"
"1189",1189,"Female",28,21738,42,22797.24,542.791428571429,21.4580952380952,"NEW YORK NY","Yellow Cab"
"1190",1190,"Female",46,10626,38,21478.68,565.228421052632,22.5392105263158,"NEW YORK NY","Yellow Cab"
"1191",1191,"Male",42,5162,40,24841.96,621.049,24.15125,"NEW YORK NY","Yellow Cab"
"1192",1192,"Female",32,6742,27,19061.42,705.978518518518,27.4251851851852,"NEW YORK NY","Yellow Cab"
"1193",1193,"Male",34,3244,25,13832.86,553.3144,23.5088,"NEW YORK NY","Yellow Cab"
"1194",1194,"Female",22,5353,33,19473.55,590.107575757576,23.2084848484848,"NEW YORK NY","Yellow Cab"
"1195",1195,"Male",20,28096,39,25740.05,660.001282051282,24.4041025641026,"NEW YORK NY","Yellow Cab"
"1196",1196,"Male",21,15684,29,18662.01,643.517586206896,26.7658620689655,"NEW YORK NY","Yellow Cab"
"1197",1197,"Female",21,11512,30,14247.94,474.931333333333,19.0053333333333,"NEW YORK NY","Yellow Cab"
"1198",1198,"Male",39,18944,38,22102.44,581.643157894737,22.4057894736842,"NEW YORK NY","Yellow Cab"
"1199",1199,"Female",22,9911,37,19277.33,521.008918918919,20.6435135135135,"NEW YORK NY","Yellow Cab"
"1200",1200,"Male",27,8771,31,18379.48,592.886451612903,22.721935483871,"NEW YORK NY","Yellow Cab"
"1201",1201,"Male",29,23462,36,18545.95,515.165277777778,21.6913888888889,"NEW YORK NY","Yellow Cab"
"1202",1202,"Male",57,12808,35,19063.17,544.662,21.81,"NEW YORK NY","Yellow Cab"
"1203",1203,"Male",18,22824,34,21758.45,639.954411764706,23.265,"NEW YORK NY","Yellow Cab"
"1204",1204,"Female",28,19253,35,19025.77,543.593428571429,21.004,"NEW YORK NY","Yellow Cab"
"1205",1205,"Female",33,17068,27,16721.09,619.29962962963,25.6281481481481,"NEW YORK NY","Yellow Cab"
"1206",1206,"Male",22,15614,37,21044.01,568.757027027027,23.4618918918919,"NEW YORK NY","Yellow Cab"
"1207",1207,"Male",32,30011,35,16723.7,477.82,19.1388571428571,"NEW YORK NY","Yellow Cab"
"1208",1208,"Male",29,24145,38,19728.75,519.177631578947,21.1110526315789,"NEW YORK NY","Yellow Cab"
"1209",1209,"Male",22,21922,40,24566.29,614.15725,25.1175,"NEW YORK NY","Yellow Cab"
"1210",1210,"Female",50,11748,39,25171.23,645.416153846154,25.7433333333333,"NEW YORK NY","Yellow Cab"
"1211",1211,"Male",59,13768,40,24363.83,609.09575,23.7765,"NEW YORK NY","Yellow Cab"
"1212",1212,"Female",34,19065,30,20944.65,698.155,27.1426666666667,"NEW YORK NY","Yellow Cab"
"1213",1213,"Male",24,23758,25,14100.41,564.0164,22.5188,"NEW YORK NY","Yellow Cab"
"1214",1214,"Male",35,13935,24,16152.28,673.011666666667,25.6420833333333,"NEW YORK NY","Yellow Cab"
"1215",1215,"Male",26,8714,33,15700.53,475.773636363636,20.1184848484848,"NEW YORK NY","Yellow Cab"
"1216",1216,"Male",27,3199,43,22893.97,532.417906976744,20.463488372093,"NEW YORK NY","Yellow Cab"
"1217",1217,"Male",51,3122,32,16987.45,530.8578125,21.079375,"NEW YORK NY","Yellow Cab"
"1218",1218,"Female",24,22593,28,14847.34,530.262142857143,19.605,"NEW YORK NY","Yellow Cab"
"1219",1219,"Female",18,23553,35,20453.76,584.393142857143,23.3774285714286,"NEW YORK NY","Yellow Cab"
"1220",1220,"Male",39,3382,25,13210.26,528.4104,22.1384,"NEW YORK NY","Yellow Cab"
"1221",1221,"Male",27,21852,32,21719.57,678.7365625,27.7715625,"NEW YORK NY","Yellow Cab"
"1222",1222,"Male",27,9704,35,20545.49,587.014,22.28,"NEW YORK NY","Yellow Cab"
"1223",1223,"Male",45,10301,29,17194.36,592.908965517241,22.5558620689655,"NEW YORK NY","Yellow Cab"
"1224",1224,"Male",24,26684,22,13989.15,635.870454545455,24.3722727272727,"NEW YORK NY","Yellow Cab"
"1225",1225,"Male",28,12518,31,17503.95,564.643548387097,23.2438709677419,"NEW YORK NY","Yellow Cab"
"1226",1226,"Female",29,6808,39,22394.26,574.211794871795,24.2469230769231,"NEW YORK NY","Yellow Cab"
"1227",1227,"Male",64,23362,36,21761,604.472222222222,21.73,"NEW YORK NY","Yellow Cab"
"1228",1228,"Male",25,3936,26,12718.07,489.156538461538,20.4688461538462,"NEW YORK NY","Yellow Cab"
"1229",1229,"Female",21,2920,37,23566.04,636.92,23.9572972972973,"NEW YORK NY","Yellow Cab"
"1230",1230,"Female",26,15582,35,19141.26,546.893142857143,20.7448571428571,"NEW YORK NY","Yellow Cab"
"1231",1231,"Male",23,17248,28,17048.74,608.883571428571,25.1325,"NEW YORK NY","Yellow Cab"
"1232",1232,"Male",32,5424,29,16816.84,579.891034482759,21.6120689655172,"NEW YORK NY","Yellow Cab"
"1233",1233,"Male",31,16514,38,21507.77,565.993947368421,21.5065789473684,"NEW YORK NY","Yellow Cab"
"1234",1234,"Male",31,4410,28,15603.6,557.271428571429,22.475,"NEW YORK NY","Yellow Cab"
"1235",1235,"Female",27,5129,45,27725.71,616.126888888889,25.3726666666667,"NEW YORK NY","Yellow Cab"
"1236",1236,"Male",27,4077,36,24283.17,674.5325,26.505,"NEW YORK NY","Yellow Cab"
"1237",1237,"Male",21,8044,34,18753.14,551.562941176471,23.8347058823529,"NEW YORK NY","Yellow Cab"
"1238",1238,"Male",47,28171,34,18816.83,553.436176470588,23.2182352941176,"NEW YORK NY","Yellow Cab"
"1239",1239,"Male",27,18401,31,19303.12,622.681290322581,25.9187096774194,"NEW YORK NY","Yellow Cab"
"1240",1240,"Female",26,21750,29,19613.84,676.339310344828,25.0613793103448,"NEW YORK NY","Yellow Cab"
"1241",1241,"Female",23,12759,37,21803.76,589.290810810811,21.9416216216216,"NEW YORK NY","Yellow Cab"
"1242",1242,"Male",26,4152,30,18187.4,606.246666666667,25.398,"NEW YORK NY","Yellow Cab"
"1243",1243,"Female",21,24552,32,18763.12,586.3475,22.174375,"NEW YORK NY","Yellow Cab"
"1244",1244,"Female",27,8096,37,17933.05,484.677027027027,19.1632432432432,"NEW YORK NY","Yellow Cab"
"1245",1245,"Female",54,23369,38,22541.45,593.196052631579,21.5768421052632,"NEW YORK NY","Yellow Cab"
"1246",1246,"Male",43,4720,36,22263.83,618.439722222222,23.9730555555556,"NEW YORK NY","Yellow Cab"
"1247",1247,"Male",23,19430,18,10609.4,589.411111111111,23.0888888888889,"NEW YORK NY","Yellow Cab"
"1248",1248,"Female",58,20647,38,21104.6,555.384210526316,22.0571052631579,"NEW YORK NY","Yellow Cab"
"1249",1249,"Male",18,7027,31,17557.61,566.374516129032,20.3448387096774,"NEW YORK NY","Yellow Cab"
"1250",1250,"Male",64,17883,39,21923.39,562.138205128205,23.264358974359,"NEW YORK NY","Yellow Cab"
"1251",1251,"Male",53,19157,38,21922.94,576.919473684211,21.2471052631579,"NEW YORK NY","Yellow Cab"
"1252",1252,"Male",60,6041,30,14495.91,483.197,19.351,"NEW YORK NY","Yellow Cab"
"1253",1253,"Male",29,3428,35,18350.22,524.292,21.2011428571429,"NEW YORK NY","Yellow Cab"
"1254",1254,"Female",21,16806,38,19099.53,502.619210526316,21.2323684210526,"NEW YORK NY","Yellow Cab"
"1255",1255,"Female",48,5382,34,21375.48,628.690588235294,23.8867647058824,"NEW YORK NY","Yellow Cab"
"1256",1256,"Male",32,18225,43,26356.47,612.941162790698,22.5844186046512,"NEW YORK NY","Yellow Cab"
"1257",1257,"Male",21,17236,29,18741.45,646.256896551724,24.2513793103448,"NEW YORK NY","Yellow Cab"
"1258",1258,"Male",37,27269,32,20346.8,635.8375,26.0778125,"NEW YORK NY","Yellow Cab"
"1259",1259,"Male",33,4193,28,16099.48,574.981428571429,25.3464285714286,"NEW YORK NY","Yellow Cab"
"1260",1260,"Female",39,7289,36,19066.24,529.617777777778,20.4905555555556,"NEW YORK NY","Yellow Cab"
"1261",1261,"Female",23,7529,41,22394.72,546.212682926829,21.3019512195122,"NEW YORK NY","Yellow Cab"
"1262",1262,"Male",49,7580,32,18483.12,577.5975,23.0553125,"NEW YORK NY","Yellow Cab"
"1263",1263,"Female",39,19423,24,15794.94,658.1225,25.2945833333333,"NEW YORK NY","Yellow Cab"
"1264",1264,"Male",26,20289,37,18987.24,513.168648648649,19.7578378378378,"NEW YORK NY","Yellow Cab"
"1265",1265,"Male",33,27457,25,15477.13,619.0852,21.7976,"NEW YORK NY","Yellow Cab"
"1266",1266,"Male",36,23451,31,18870.81,608.735806451613,24.0987096774194,"NEW YORK NY","Yellow Cab"
"1267",1267,"Male",18,4643,43,22749.29,529.053255813953,21.5737209302326,"NEW YORK NY","Yellow Cab"
"1268",1268,"Male",43,14311,33,17479.65,529.686363636364,21.4672727272727,"NEW YORK NY","Yellow Cab"
"1269",1269,"Male",57,20905,33,19373.3,587.069696969697,23.79,"NEW YORK NY","Yellow Cab"
"1270",1270,"Male",36,21493,41,27788.26,677.76243902439,25.0292682926829,"NEW YORK NY","Yellow Cab"
"1271",1271,"Male",34,5520,31,18322.5,591.048387096774,23.1316129032258,"NEW YORK NY","Yellow Cab"
"1272",1272,"Male",20,11743,28,15521.83,554.351071428571,20.3692857142857,"NEW YORK NY","Yellow Cab"
"1273",1273,"Male",23,16691,29,17969.65,619.643103448276,25.3724137931034,"NEW YORK NY","Yellow Cab"
"1274",1274,"Male",29,23923,35,15704.65,448.704285714286,18.8928571428571,"NEW YORK NY","Yellow Cab"
"1275",1275,"Female",46,4985,28,17450.52,623.232857142857,23.4017857142857,"NEW YORK NY","Yellow Cab"
"1276",1276,"Male",40,23598,27,18024.56,667.576296296296,27.1614814814815,"NEW YORK NY","Yellow Cab"
"1277",1277,"Female",43,14220,38,21167.46,557.038421052632,21.9523684210526,"NEW YORK NY","Yellow Cab"
"1278",1278,"Male",32,22616,27,14051.62,520.43037037037,20.6455555555556,"NEW YORK NY","Yellow Cab"
"1279",1279,"Male",34,8963,22,14502.43,659.201363636364,25.3595454545455,"NEW YORK NY","Yellow Cab"
"1280",1280,"Male",35,12936,33,16663.17,504.944545454545,21.1745454545455,"NEW YORK NY","Yellow Cab"
"1281",1281,"Male",26,3685,39,21882.62,561.09282051282,22.1525641025641,"NEW YORK NY","Yellow Cab"
"1282",1282,"Male",50,24392,45,26374.12,586.091555555555,24.0068888888889,"NEW YORK NY","Yellow Cab"
"1283",1283,"Male",21,3707,37,18987.87,513.185675675676,20.2972972972973,"NEW YORK NY","Yellow Cab"
"1284",1284,"Female",31,5405,32,20494,640.4375,25.326875,"NEW YORK NY","Yellow Cab"
"1285",1285,"Male",25,22429,41,24006.24,585.518048780488,21.9782926829268,"NEW YORK NY","Yellow Cab"
"1286",1286,"Male",33,7666,28,15262.56,545.091428571429,21.9735714285714,"NEW YORK NY","Yellow Cab"
"1287",1287,"Male",40,24780,38,20843.13,548.503421052632,20.5413157894737,"NEW YORK NY","Yellow Cab"
"1288",1288,"Male",47,12392,31,18586.14,599.552903225806,22.3725806451613,"NEW YORK NY","Yellow Cab"
"1289",1289,"Female",37,15749,30,14813.88,493.796,20.8016666666667,"NEW YORK NY","Yellow Cab"
"1290",1290,"Male",38,30394,30,15886.27,529.542333333333,21.913,"NEW YORK NY","Yellow Cab"
"1291",1291,"Female",19,20274,28,15897.38,567.763571428571,22.1703571428571,"NEW YORK NY","Yellow Cab"
"1292",1292,"Female",31,3077,40,26930.31,673.25775,25.699,"NEW YORK NY","Yellow Cab"
"1293",1293,"Male",38,9570,40,23898.97,597.47425,23.5725,"NEW YORK NY","Yellow Cab"
"1294",1294,"Male",25,11715,31,18338.41,591.561612903226,22.8464516129032,"NEW YORK NY","Yellow Cab"
"1295",1295,"Male",34,23751,37,20320.38,549.199459459459,21.4421621621622,"NEW YORK NY","Yellow Cab"
"1296",1296,"Female",27,10321,30,17302.47,576.749,23.318,"NEW YORK NY","Yellow Cab"
"1297",1297,"Male",24,11275,24,12740.37,530.84875,20.9066666666667,"NEW YORK NY","Yellow Cab"
"1298",1298,"Female",33,22244,33,22147.02,671.121818181818,25.1154545454545,"NEW YORK NY","Yellow Cab"
"1299",1299,"Male",44,5549,28,16933.05,604.751785714286,25.5142857142857,"NEW YORK NY","Yellow Cab"
"1300",1300,"Male",32,5717,28,14310.28,511.081428571429,22.0714285714286,"NEW YORK NY","Yellow Cab"
"1301",1301,"Male",65,6135,47,24560.78,522.569787234043,20.5493617021277,"NEW YORK NY","Yellow Cab"
"1302",1302,"Female",24,15877,32,18368.52,574.01625,22.8425,"NEW YORK NY","Yellow Cab"
"1303",1303,"Male",30,15687,30,16279.63,542.654333333333,23.583,"NEW YORK NY","Yellow Cab"
"1304",1304,"Female",56,9866,35,19651.05,561.458571428571,22.8485714285714,"NEW YORK NY","Yellow Cab"
"1305",1305,"Male",27,2750,41,24524.77,598.165121951219,22.4748780487805,"NEW YORK NY","Yellow Cab"
"1306",1306,"Male",23,13630,34,18065.09,531.326176470588,21.1902941176471,"NEW YORK NY","Yellow Cab"
"1307",1307,"Female",36,12567,40,19742.97,493.57425,19.47725,"NEW YORK NY","Yellow Cab"
